0.396, 0.277, -0.357
0.325, 0.265, -0.507
0.180, 0.351, -0.680
0.228, 0.252, -0.617
0.242, 0.214, -0.545
0.282, 0.236, -0.453
0.441, 0.260, -0.356
0.531, 0.371, -0.192
0.734, 0.582, -0.116
0.916, 0.640, -0.051
1.032, 0.812, 0.118
0.985, 0.761, 0.135
0.924, 0.619, 0.179
0.715, 0.444, 0.187
-0.086, 0.118, 0.485
-0.271, 0.054, 0.513
-0.469, -0.194, 0.604
-0.707, -0.286, 0.750
-0.707, -0.286, 0.750
-1.333, -0.262, 0.620
-4.250, 1.442, 0.539
-1.428, -3.103, 1.432
-2.568, -0.176, 0.276
-1.683, -0.403, -0.098
-1.184, -0.347, 0.276
-0.649, -0.326, 0.500
-0.336, 0.003, 0.577
-0.009, -0.167, 0.442
0.324, 0.191, 0.353
0.368, 0.185, 0.252
0.410, -0.050, -0.188
0.195, 0.185, -0.328
-0.813, 1.361, 0.080
-0.804, -0.454, -0.493
-0.880, -0.347, -0.433
-0.739, -0.334, -0.345
-0.643, 0.002, -0.386
-0.526, -0.249, -0.280
-0.502, -0.162, -0.228
-0.396, -0.040, -0.087
-0.171, 0.028, -0.025
-0.052, 0.106, 0.065
-0.099, 0.124, 0.029
-0.014, 0.007, 0.136
0.050, 0.073, 0.250
0.093, -0.017, 0.051
0.131, 0.087, 0.225
0.143, 0.046, 0.245
0.115, 0.108, 0.155
-0.117, -0.143, 0.088
-0.229, -0.187, 0.062
-0.397, -0.140, 0.070
-0.472, -0.120, 0.032
-0.504, -0.036, -0.040
-0.489, -0.070, -0.076
-0.520, 0.004, -0.031
-0.451, -0.001, 0.061
-0.410, -0.098, 0.143
-0.341, -0.027, 0.119
-0.101, 0.078, 0.078
-0.101, 0.078, 0.078
-0.014, 0.142, 0.146
0.006, -0.145, 0.179
-0.163, -0.029, 0.193
-0.115, -0.150, 0.156
-0.038, 0.011, 0.261
0.227, 0.184, 0.136
0.343, 0.254, 0.115
0.319, 0.328, 0.220
0.217, 0.241, 0.358
0.146, 0.285, 0.354
-0.035, 0.241, 0.095
-0.067, 0.207, -0.099
-0.091, 0.166, -0.057
-0.128, 0.138, -0.034
-0.163, 0.069, 0.080
-0.107, 0.066, 0.060
-0.028, 0.004, 0.039
-0.021, -0.053, 0.056
-0.031, -0.178, 0.096
-0.045, -0.226, 0.057
-0.081, -0.197, -0.004
-0.075, -0.185, -0.085
-0.117, 0.090, -0.094
-0.027, 0.154, -0.029
0.136, 0.163, 0.140
0.138, 0.167, 0.133
0.025, 0.136, 0.032
-0.026, 0.145, 0.077
-0.008, 0.184, 0.049
-0.030, 0.237, 0.070
-0.050, 0.159, 0.202
0.009, 0.105, 0.217
-0.046, 0.014, 0.319
-0.046, 0.014, 0.319
-0.239, 0.021, 0.159
-0.262, 0.049, 0.098
-0.312, 0.052, 0.063
-0.299, 0.031, -0.001
-0.070, -0.052, 0.080
-0.025, -0.064, 0.097
0.007, -0.062, 0.085
0.038, 0.053, -0.060
0.050, 0.068, -0.111
0.013, -0.005, -0.160
-0.006, 0.067, -0.120
-0.001, 0.055, -0.095
-0.030, 0.017, 0.000
-0.063, 0.054, 0.127
-0.038, 0.038, 0.165
-0.022, 0.082, 0.118
-0.034, 0.002, 0.053
-0.043, 0.042, -0.046
0.002, 0.025, -0.012
-0.016, 0.038, -0.008
-0.002, 0.001, 0.130
0.001, 0.084, 0.166
0.048, 0.051, 0.062
0.068, 0.184, 0.082
-0.091, -0.081, -0.240
-0.002, 0.064, -0.031
-0.028, 0.039, 0.059
-0.010, 0.161, 0.124
-0.010, 0.007, 0.190
-0.049, -0.017, 0.217
0.092, 0.103, 0.120
0.102, 0.038, 0.048
0.056, -0.026, -0.014
0.011, -0.014, -0.056
-0.019, 0.002, -0.095
-0.067, 0.051, 0.050
-0.083, 0.013, 0.116
-0.078, 0.066, 0.165
-0.006, 0.113, 0.246
0.039, 0.133, 0.302
0.123, 0.193, 0.228
0.131, 0.165, 0.225
-0.050, 0.144, 0.139
-0.117, 0.119, 0.008
-0.100, 0.032, 0.061
-0.059, -0.042, 0.192
-0.227, -0.074, 0.184
-0.195, -0.173, 0.053
-0.116, -0.100, -0.025
-0.090, 0.184, -0.217
0.019, 0.564, -0.084
0.223, -0.480, 0.212
0.108, -0.268, 0.034
-0.102, 0.083, -0.353
0.132, -0.106, -0.105
0.171, -0.134, -0.057
0.170, -0.164, 0.061
0.158, -0.128, -0.014
0.167, -0.067, -0.112
0.047, 0.076, 0.044
-0.010, 0.107, 0.060
-0.067, 0.093, 0.081
-0.062, 0.084, 0.133
-0.044, 0.181, 0.225
0.016, 0.168, 0.241
0.067, 0.251, 0.256
0.093, 0.227, 0.202
0.125, 0.203, 0.205
0.077, 0.120, 0.161
0.057, 0.063, 0.151
0.044, 0.076, 0.029
-0.006, 0.123, 0.108
-0.268, -0.079, -0.019
-0.272, -0.059, 0.017
-0.172, -0.110, 0.091
-0.083, -0.115, 0.011
0.051, -0.111, -0.111
0.145, -0.115, -0.118
0.145, -0.063, -0.066
0.130, -0.037, -0.089
0.124, 0.012, -0.160
0.000, 0.064, -0.122
-0.043, 0.098, -0.048
0.105, 0.191, 0.025
0.292, 0.215, 0.351
0.322, 0.282, 0.495
0.311, 0.344, 0.618
0.319, 0.399, 0.495
0.270, 0.453, 0.474
0.104, 0.426, 0.438
-0.146, 0.248, 0.429
-0.217, 0.173, 0.568
-0.309, 0.063, 0.705
-0.309, 0.063, 0.705
-0.063, -0.127, -0.252
0.101, -0.148, -0.433
0.195, -0.202, -0.555
-0.036, -0.396, -0.714
-0.003, -0.223, -0.587
0.093, -0.184, -0.564
0.057, -0.003, -0.622
0.041, 0.139, -0.356
0.023, -0.133, -0.001
-0.440, 0.222, 0.391
-0.308, 0.403, 0.618
-0.238, 0.248, 0.409
-0.140, 0.169, 0.337
-0.066, 0.101, 0.336
0.342, -0.470, 0.117
0.380, -0.503, 0.024
0.339, -0.534, -0.202
0.318, -0.430, -0.221
0.007, -0.136, -0.398
-0.349, -0.194, -0.538
-0.349, -0.194, -0.538
-0.411, 0.032, -0.594
-0.305, 0.039, -0.351
-0.045, 0.577, -0.386
0.033, 0.681, -0.117
-0.086, 0.187, 0.025
-0.128, 0.285, 0.162
-0.059, 0.122, 0.294
-0.042, -0.089, 0.251
-0.125, -0.183, 0.233
-0.222, -0.276, 0.315
-0.207, -0.201, 0.368
-0.113, 0.024, 0.250
-0.047, 0.190, 0.194
0.223, 0.279, 0.123
0.301, 0.464, 0.099
0.562, 0.445, 0.108
0.557, 0.425, 0.160
0.133, 0.217, 0.267
-0.115, -0.051, 0.000
-0.153, -0.050, 0.018
-0.153, -0.050, 0.018
-0.123, -0.150, 0.054
0.011, -0.012, -0.008
0.066, 0.068, 0.052
0.135, 0.088, -0.003
0.148, 0.109, 0.002
0.204, 0.156, 0.028
0.189, 0.149, 0.029
0.179, 0.191, 0.058
0.147, 0.159, 0.179
0.128, 0.124, 0.171
0.028, 0.101, 0.007
-0.087, 0.051, -0.014
-0.285, -0.021, -0.099
-0.239, -0.220, 0.031
-0.194, -0.235, 0.042
-0.129, -0.224, 0.049
-0.051, -0.243, 0.033
0.104, -0.216, -0.111
0.099, -0.160, -0.161
0.147, 0.034, -0.109
0.158, 0.024, -0.191
0.199, 0.111, -0.033
0.216, 0.153, -0.053
0.281, 0.204, -0.016
-0.042, 0.158, 0.365
-0.195, 0.267, 0.468
-0.317, 0.150, 0.343
-0.349, 0.112, 0.339
-0.344, 0.128, 0.173
-0.257, 0.115, 0.047
-0.131, -0.045, -0.044
0.457, 0.135, -0.096
0.540, 0.034, 0.095
0.284, 0.117, 0.133
0.284, 0.117, 0.133
0.067, 0.131, 0.050
-0.154, 0.027, 0.051
-0.250, -0.011, 0.014
-0.287, -0.000, 0.044
-0.270, -0.120, 0.003
-0.527, 0.404, -0.291
-0.101, -0.777, 0.478
-0.366, -0.137, -0.046
-0.366, -0.137, -0.046
0.115, -0.049, 0.037
0.115, -0.049, 0.037
0.107, 0.172, -0.003
0.143, 0.167, -0.016
0.130, 0.292, 0.031
0.126, 0.257, 0.024
0.149, 0.156, 0.043
0.116, 0.007, 0.028
0.116, 0.007, 0.028
-0.040, -0.183, 0.050
-0.124, -0.214, 0.039
-0.157, -0.150, 0.019
-0.126, -0.118, 0.059
-0.123, -0.099, 0.116
0.016, 0.120, 0.018
-0.002, 0.135, 0.081
0.039, 0.100, 0.073
0.039, 0.100, 0.073
-0.054, -0.046, -0.075
-0.073, -0.050, -0.075
-0.082, -0.159, -0.023
-0.046, -0.114, 0.014
-0.065, -0.156, 0.026
-0.104, -0.131, 0.125
-0.060, -0.134, 0.173
-0.066, -0.152, 0.310
-0.069, -0.118, 0.331
-0.204, -0.165, 0.181
-0.204, -0.165, 0.181
0.052, 0.127, 0.198
0.140, 0.256, 0.051
0.198, 0.389, 0.001
0.390, 0.289, 0.054
0.519, 0.227, 0.070
0.546, 0.166, 0.106
0.543, 0.216, 0.074
0.110, -0.071, 0.041
0.000, -0.017, -0.066
-0.073, -0.044, -0.046
0.047, -0.037, -0.052
0.127, -0.030, -0.117
0.098, -0.094, -0.061
0.091, -0.011, -0.225
0.183, 0.188, -0.210
0.332, 0.311, 0.045
0.332, 0.288, -0.075
0.332, 0.288, -0.075
-0.352, 0.153, -0.090
-0.329, 0.276, 0.092
-0.339, -0.015, 0.100
-0.396, -0.113, -0.326
0.109, -0.378, -0.270
-0.070, -0.043, -0.078
-0.167, -0.441, 0.219
-0.167, -0.448, 0.001
-0.128, -0.207, 0.034
-0.043, 0.105, -0.122
0.120, 0.223, -0.012
0.172, 0.139, 0.023
0.252, 0.266, -0.009
0.020, 0.029, -0.052
0.193, 0.240, 0.064
0.193, 0.240, 0.064
0.233, 0.130, 0.150
0.365, 0.162, 0.166
-0.026, -0.126, 0.116
0.216, 0.059, 0.238
-0.046, -0.080, -0.218
-0.210, -0.013, -0.041
-0.134, -0.087, 0.005
-0.033, -0.082, 0.171
-0.033, -0.082, 0.171
0.150, 0.163, -0.194
0.236, 0.244, -0.079
-0.109, -0.085, 0.098
0.263, 0.128, 0.206
0.183, 0.139, -0.196
0.134, 0.175, 0.041
0.108, 0.054, 0.061
0.035, 0.053, 0.058
0.035, 0.053, 0.058
0.006, 0.049, 0.046
-0.065, -0.020, -0.022
-0.049, -0.122, -0.006
-0.060, -0.142, 0.036
-0.004, -0.139, -0.013
0.034, -0.052, 0.004
-0.015, -0.015, -0.259
-0.140, -0.111, -0.128
-0.140, -0.111, -0.128
-0.010, -0.023, -0.093
0.195, 0.083, -0.242
0.149, 0.108, 0.143
0.200, 0.239, 0.601
0.147, 0.184, 0.133
-0.006, 0.156, -0.115
0.115, 0.210, 0.130
-0.022, -0.069, -0.097
-0.022, -0.069, -0.097
0.040, -0.086, -0.066
0.015, -0.195, -0.295
0.287, -0.016, 0.108
0.559, 0.160, 0.285
0.312, 0.082, 0.037
-0.056, -0.027, -0.248
-0.437, -0.141, -0.393
-0.348, 0.011, -0.279
-0.237, -0.014, -0.285
-0.114, -0.025, -0.033
-0.114, -0.025, -0.033
0.048, 0.016, 0.101
0.156, 0.004, 0.295
0.158, 0.049, 0.342
0.120, 0.013, 0.296
0.029, -0.108, 0.164
0.103, 0.036, 0.133
0.103, 0.036, 0.133
0.079, -0.044, 0.161
0.031, -0.086, 0.277
-0.048, -0.076, 0.127
-0.119, -0.040, 0.098
-0.189, 0.207, 0.027
0.151, 0.172, -0.420
0.079, 0.319, -0.187
0.149, 0.166, -0.340
0.055, -0.012, -0.301
0.036, -0.030, -0.216
0.038, -0.156, -0.014
0.034, -0.210, -0.044
0.034, -0.210, -0.044
-0.110, -0.091, 0.163
-0.058, 0.035, 0.282
0.011, 0.064, 0.332
0.132, 0.079, 0.334
0.113, 0.035, 0.270
0.095, 0.039, 0.179
0.042, 0.114, -0.099
0.001, 0.076, -0.042
0.019, 0.078, -0.133
-0.021, -0.021, -0.116
-0.039, -0.090, 0.059
-0.039, -0.090, 0.059
0.103, -0.416, 0.102
0.103, -0.416, 0.102
0.025, 0.243, -0.016
0.064, -0.138, -0.068
0.241, 0.181, 0.010
0.187, 0.087, -0.071
0.084, -0.031, -0.085
-0.215, 0.110, -0.155
-0.291, 0.045, -0.174
-0.348, -0.126, -0.026
-0.305, 0.049, 0.030
-0.383, -0.394, -0.169
-0.071, -0.026, 0.036
-0.055, -0.063, -0.185
-0.095, -0.121, -0.201
-0.482, -0.234, -0.594
-0.754, -0.649, -0.720
-0.550, -0.603, -0.377
-0.248, -0.516, -0.078
-0.084, -0.480, -0.085
0.125, -0.493, -0.160
0.153, -0.265, 0.041
0.127, -0.043, 0.042
0.082, 0.080, 0.021
0.184, 0.375, 0.037
0.204, 0.488, 0.046
0.122, 0.636, 0.036
0.166, 0.756, 0.185
0.295, 0.837, 0.507
0.421, 0.723, 0.803
0.506, 0.669, 0.837
0.470, 0.516, 0.777
0.470, 0.516, 0.777
0.253, 0.234, 0.643
0.103, 0.109, 0.389
0.024, 0.130, 0.313
-0.012, 0.250, 0.282
0.109, 0.298, 0.225
0.220, 0.223, 0.385
0.220, 0.223, 0.385
0.325, 0.169, 0.455
0.373, 0.179, 0.600
0.543, 0.158, 0.872
0.796, 0.119, 1.017
0.877, 0.105, 1.015
0.675, 0.077, 0.437
0.675, 0.077, 0.437
0.011, 0.158, -0.519
-0.253, 0.321, -0.701
-0.145, 0.495, -0.800
-0.009, 0.522, -0.696
0.083, 0.544, -0.454
0.150, 0.554, -0.337
0.298, 0.128, -0.020
0.208, 0.068, 0.141
0.153, 0.032, 0.159
0.132, -0.089, 0.134
0.005, -0.245, 0.172
-0.094, -0.303, 0.190
-0.158, -0.396, 0.112
-0.263, -0.493, -0.192
-0.305, -0.330, -0.026
-0.171, -0.232, 0.037
-0.024, -0.034, 0.271
-0.005, 0.035, 0.365
-0.177, 0.144, 0.354
-0.236, 0.210, 0.300
-0.243, 0.363, 0.338
-0.193, 0.352, 0.268
-0.133, 0.357, 0.231
0.038, 0.247, 0.144
0.062, 0.192, 0.091
0.048, 0.017, -0.120
-0.035, -0.108, -0.307
-0.047, -0.089, -0.298
0.028, -0.093, -0.280
0.129, -0.154, -0.273
0.071, -0.181, -0.335
-0.073, -0.207, -0.413
-0.129, -0.217, -0.431
-0.129, -0.217, -0.431
-0.225, -0.335, -0.613
-0.254, -0.412, -0.614
-0.273, -0.446, -0.652
-0.370, -0.561, -0.513
-0.286, -0.564, -0.229
-0.188, -0.517, -0.075
-0.072, -0.358, 0.174
-0.067, -0.151, 0.240
-0.093, -0.065, 0.140
-0.162, 0.213, -0.070
-0.162, 0.213, -0.070
-0.099, 0.388, 0.001
0.095, 0.481, 0.282
0.196, 0.526, 0.436
0.356, 0.553, 0.637
0.294, 0.514, 0.741
0.282, 0.500, 0.794
0.375, 0.602, 0.772
0.390, 0.593, 0.566
0.342, 0.551, 0.456
0.280, 0.470, 0.289
0.201, 0.272, 0.021
0.191, 0.059, -0.286
0.196, -0.008, -0.383
0.224, -0.166, -0.490
0.289, -0.285, -0.421
0.413, -0.457, -0.310
0.259, -0.660, -0.766
0.058, -0.630, -0.918
-0.304, -0.473, -1.158
-0.432, -0.357, -1.076
-0.359, -0.246, -0.630
-0.359, -0.246, -0.630
-0.172, -0.231, -0.110
-0.164, -0.210, -0.000
-0.224, -0.117, 0.212
-0.313, 0.009, 0.302
-0.390, 0.221, 0.518
-0.406, 0.322, 0.657
-0.473, 0.474, 0.897
-0.482, 0.553, 1.063
-0.434, 0.561, 1.096
-0.407, 0.563, 1.155
-0.101, 0.606, 1.231
0.126, 0.443, 1.194
0.214, 0.327, 1.162
0.505, 0.134, 0.904
0.593, 0.010, 0.574
0.582, -0.059, 0.359
0.494, -0.230, 0.089
0.351, -0.392, -0.253
-0.001, -0.733, -1.226
-0.011, -0.712, -1.428
-0.073, -0.662, -1.883
-0.046, -0.448, -1.800
-0.050, -0.344, -1.646
0.011, -0.210, -1.043
0.036, -0.271, -0.016
0.236, -0.118, 0.479
-0.141, 0.435, 0.685
-0.337, 0.310, 0.551
-0.337, 0.310, 0.551
-0.552, 0.757, 1.017
-0.318, 1.018, 0.775
-0.227, 0.851, 0.991
-0.172, 0.825, 1.118
0.008, 0.878, 0.831
0.520, -0.135, 1.121
0.386, -0.071, 0.705
0.440, 0.101, 0.353
-0.031, -1.155, -0.585
-0.305, -1.483, -1.116
-1.419, -2.409, -1.426
-1.945, -2.200, -1.915
-1.917, -1.154, -2.113
-1.356, -0.961, -1.703
-0.859, -0.929, -1.435
-1.160, 0.159, -1.403
-0.660, -0.434, -0.758
-0.593, -0.216, -0.569
-0.872, 0.369, -0.175
0.081, 1.298, 0.649
0.007, 1.208, 0.930
0.015, 1.168, 0.952
-0.031, 1.236, 0.872
0.660, 1.389, 0.954
0.823, 1.462, 1.018
1.343, 1.397, 1.609
1.554, 1.354, 1.627
1.402, 1.244, 1.417
1.505, 0.974, 0.742
1.505, 0.974, 0.742
1.583, 0.865, 0.126
1.274, 0.879, -0.625
1.135, 0.779, -0.846
1.070, 0.716, -1.080
0.405, 0.567, -1.581
0.271, 0.567, -1.476
0.239, 0.447, -0.533
0.205, 0.295, 0.098
-0.019, 0.259, 0.345
-0.200, 0.295, 0.363
-0.734, 0.304, 0.212
-0.566, -0.051, 1.164
-0.651, 0.010, 1.009
-0.801, 0.086, 0.990
-0.746, 0.037, 1.117
-0.425, -0.034, 1.225
-0.074, -0.129, 1.158
0.057, -0.329, 0.944
0.128, -0.495, 0.628
0.128, -0.623, 0.509
0.113, -0.725, 0.292
-0.162, -0.825, -0.249
-0.283, -0.874, -0.507
-0.500, -0.855, -1.057
-0.608, -0.713, -1.391
-0.581, -0.440, -1.369
-0.497, -0.343, -1.299
-0.436, -0.243, -1.181
-0.393, -0.120, -0.802
-0.282, 0.144, -0.021
-0.297, 0.199, 0.174
-0.181, 0.440, 0.506
-0.083, 0.546, 0.707
0.108, 0.791, 0.950
0.315, 0.958, 1.050
0.389, 0.984, 1.016
0.389, 1.035, 0.890
0.821, 0.800, 1.235
0.793, 0.826, 0.499
0.755, 0.803, 0.575
0.700, 0.606, 0.378
0.652, 0.356, 0.112
0.442, 0.082, -0.210
0.248, -0.140, -0.599
0.042, -0.351, -0.923
-0.087, -0.392, -0.964
-0.288, -0.445, -0.904
-0.383, -0.429, -0.713
-0.430, -0.408, -0.624
-0.496, -0.401, -0.488
-0.529, -0.287, -0.181
-0.472, -0.196, 0.120
-0.377, -0.137, 0.257
-0.082, 0.083, 0.544
-0.038, 0.022, 0.584
0.058, -0.007, 0.573
0.111, 0.044, 0.466
0.059, 0.064, 0.309
-0.038, 0.036, -0.005
-0.062, 0.021, -0.163
0.002, -0.058, -0.326
0.037, -0.055, -0.475
-0.006, -0.095, -0.475
-0.165, -0.207, -0.443
-0.155, -0.141, -0.344
-0.101, -0.035, -0.171
-0.101, -0.035, -0.171
-0.154, 0.104, 0.118
-0.102, 0.176, 0.244
-0.032, 0.386, 0.469
0.138, 0.506, 0.636
0.107, 0.484, 0.677
0.018, 0.516, 0.658
-0.101, 0.409, 0.655
-0.039, 0.352, 0.693
0.008, 0.346, 0.717
0.088, 0.445, 0.646
0.156, 0.375, 0.589
0.231, 0.345, 0.480
0.258, 0.215, 0.068
0.290, 0.152, -0.002
0.336, 0.117, -0.106
0.403, 0.097, -0.334
0.340, -0.066, -0.544
0.310, -0.171, -0.660
0.200, -0.182, -0.693
0.126, -0.355, -0.706
-0.249, -0.543, -0.742
-0.407, -0.606, -0.649
-0.370, -0.288, -0.434
-0.315, -0.109, -0.299
-0.190, -0.031, -0.166
-0.054, 0.085, -0.113
0.069, 0.377, 0.288
0.087, 0.548, 0.338
0.055, 0.550, 0.405
0.117, 0.655, 0.616
0.151, 0.703, 0.699
0.156, 0.654, 0.687
0.174, 0.617, 0.701
0.135, 0.413, 0.613
0.042, 0.187, 0.498
0.020, 0.124, 0.425
-0.039, -0.087, 0.233
-0.044, -0.182, 0.097
-0.021, -0.401, -0.107
-0.023, -0.631, -0.284
-0.164, -0.776, -0.454
-0.236, -0.859, -0.552
-0.295, -0.879, -0.582
-0.394, -0.672, -0.607
-0.374, -0.531, -0.584
-0.283, -0.143, -0.523
-0.240, 0.062, -0.454
-0.135, 0.393, -0.153
-0.088, 0.615, 0.173
-0.053, 0.644, 0.296
0.144, 0.817, 0.593
0.241, 0.813, 0.644
0.316, 0.795, 0.714
0.380, 0.732, 0.755
0.568, 0.506, 0.810
0.595, 0.360, 0.745
0.529, 0.147, 0.449
0.441, 0.101, 0.220
0.199, -0.112, -0.239
0.091, -0.210, -0.387
-0.257, -0.574, -0.673
-0.684, -0.913, -0.982
-0.912, -1.017, -0.998
-1.209, -1.066, -0.718
-1.209, -1.066, -0.718
-1.094, -0.676, 0.022
-0.757, -0.373, 0.257
-0.657, -0.235, 0.278
-0.421, 0.042, 0.229
-0.360, 0.117, 0.292
-0.316, 0.209, 0.343
-0.236, 0.238, 0.451
-0.012, 0.371, 0.722
0.020, 0.342, 0.841
0.159, 0.360, 0.886
0.222, 0.401, 0.878
0.441, 0.512, 0.770
0.487, 0.436, 0.237
0.375, 0.401, 0.047
0.221, 0.350, -0.117
0.066, 0.319, -0.153
-0.169, 0.182, -0.399
-0.096, 0.358, -0.542
0.166, 0.453, -0.444
0.640, 0.492, -0.396
0.311, 0.625, -0.208
0.368, 0.479, -0.244
0.536, 0.540, -0.074
0.602, 0.481, 0.222
0.607, 0.451, 0.194
0.588, 0.202, 0.487
0.588, 0.202, 0.487
0.421, 0.245, 0.391
0.399, 0.210, 0.261
0.356, 0.240, 0.133
0.401, 0.278, 0.003
0.401, 0.278, 0.003
0.340, 0.377, -0.092
0.340, 0.377, -0.092
0.307, 0.378, 0.103
0.326, 0.284, 0.122
0.218, 0.221, 0.157
0.182, 0.245, 0.130
0.133, 0.256, 0.037
0.217, 0.307, -0.150
0.249, 0.325, -0.203
0.226, 0.300, -0.263
0.216, 0.256, -0.272
-0.054, 0.076, -0.283
-0.200, -0.051, -0.323
-0.287, -0.168, -0.137
-0.212, -0.236, 0.037
-0.186, -0.293, 0.163
-0.208, -0.248, 0.208
-0.179, -0.303, 0.321
-0.267, -0.373, 0.295
-0.308, -0.399, 0.233
-0.341, -0.374, 0.243
-0.327, -0.273, 0.225
-0.054, -0.061, 0.233
0.303, 0.109, 0.275
0.183, 0.220, 0.297
-0.396, 0.249, 0.444
-0.433, 0.121, 0.432
-0.124, 0.073, 0.554
-0.124, 0.073, 0.554
0.192, 0.055, 0.343
0.227, 0.054, 0.257
0.233, 0.055, 0.002
0.146, 0.114, -0.182
0.184, 0.147, -0.174
0.181, 0.180, -0.154
0.245, 0.235, -0.082
0.269, 0.375, -0.060
0.244, 0.427, -0.027
0.125, 0.421, 0.202
0.130, 0.366, 0.274
0.054, 0.286, 0.354
-0.076, 0.187, 0.392
-0.109, 0.126, 0.374
-0.178, -0.117, 0.197
-0.227, -0.186, 0.112
-0.289, -0.269, 0.008
-0.289, -0.269, 0.008
-0.268, -0.460, -0.232
-0.261, -0.478, -0.233
-0.205, -0.417, -0.211
-0.137, -0.388, -0.124
0.088, -0.235, 0.120
0.502, 0.221, 0.551
0.460, 0.379, 0.621
0.137, 0.456, 0.530
0.034, 0.412, 0.495
-0.143, 0.521, 0.574
-0.195, 0.554, 0.573
-0.192, 0.518, 0.387
-0.222, 0.457, 0.200
-0.158, 0.277, -0.273
-0.205, -0.172, -0.670
-0.261, -0.344, -0.699
-0.338, -0.540, -0.590
-0.338, -0.540, -0.590
-0.552, -0.748, -0.420
-0.321, -0.962, -0.047
-0.180, -0.770, 0.087
-0.104, -0.715, 0.163
0.197, -0.342, 0.400
0.172, 0.084, -0.051
0.397, 0.316, 0.115
0.837, 0.685, 0.001
0.837, 0.685, 0.001
0.792, 0.829, -0.188
0.751, 0.813, -0.208
0.661, 0.864, -0.047
0.693, 0.698, -0.245
0.805, 0.758, -0.218
0.866, 0.864, -0.232
0.777, 0.484, -0.843
-0.457, 0.588, -0.644
-0.433, 0.021, -0.649
-0.047, -0.145, -0.405
0.034, -0.056, -0.212
-0.456, -0.231, 0.408
-0.586, -0.227, 0.427
-0.610, -0.392, 0.336
-0.572, -0.345, 0.659
-0.572, -0.345, 0.659
-0.757, -0.427, 0.993
-0.737, -0.460, 1.047
-0.749, -0.453, 0.977
-0.715, -0.415, 0.958
-0.666, -0.409, 0.922
-0.487, -0.354, 0.616
-0.412, -0.294, 0.519
-0.386, -0.220, 0.462
-0.344, -0.205, 0.401
-0.182, -0.104, 0.306
-0.239, 0.016, 0.186
-0.263, 0.130, 0.062
-0.224, 0.192, -0.081
-0.030, 0.227, -0.471
0.067, 0.207, -0.501
0.179, 0.225, -0.488
0.511, 0.397, -0.293
0.478, 0.184, -0.431
0.740, 0.458, -0.321
0.740, 0.458, -0.321
0.736, 0.285, -0.364
0.736, 0.285, -0.364
0.527, 0.256, -0.414
0.299, 0.155, -0.266
0.188, 0.215, -0.167
0.011, 0.176, -0.057
-0.091, 0.110, -0.101
-0.184, 0.074, -0.103
-0.243, 0.086, -0.149
-0.304, -0.006, -0.104
-0.311, -0.052, -0.058
-0.244, -0.130, 0.165
-0.223, -0.141, 0.285
-0.103, -0.126, 0.460
0.132, -0.016, 0.483
0.080, 0.077, 0.378
-0.040, 0.023, 0.129
-0.040, 0.023, 0.129
-0.411, -0.352, -0.079
-0.620, -0.546, -0.167
-1.223, -0.908, -0.453
-1.418, -1.179, -0.596
